order,bilayer_spread,control_spread,spread_ratio,difference_ci_low,difference_ci_high,ratio_ci_low,ratio_ci_high,bootstrap_probability_difference_le_zero
normal,0.018466595788261243,0.008113903231865102,2.2759201410905194,0.007196440069449566,0.012802096296864364,1.6602024637989632,3.063408044085358,0.0
inverse,0.01639136959063901,0.008113903231865102,2.0201583778158034,0.004986725815770667,0.011118120454316354,1.4591139602160277,2.7773101557808926,0.0
